flow_id,src_ip,dst_ip,dst_port,is_malicious,beacon_type,mitre_technique_id,dst_domain
flow_003057,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003058,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003059,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003623,10.74.51.139,72.115.222.92,443,1,evasive,T1071.001;T1029,
flow_003060,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003602,10.158.220.93,20.74.212.233,443,1,evasive,T1071.001;T1029,
flow_003061,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003062,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003063,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003064,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003065,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003066,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003067,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003068,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003069,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003070,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003071,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003072,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003073,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003567,10.39.24.41,198.79.4.172,443,1,evasive,T1071.001;T1029,
flow_003074,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003075,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003076,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003077,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003078,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003079,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003080,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003081,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003082,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003083,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003603,10.158.220.93,20.74.212.233,443,1,evasive,T1071.001;T1029,
flow_003084,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003085,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003086,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003087,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003088,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003089,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003090,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003091,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003092,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003093,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003094,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003095,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003096,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003097,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003624,10.74.51.139,72.115.222.92,443,1,evasive,T1071.001;T1029,
flow_003098,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003099,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003100,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003101,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003102,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003568,10.39.24.41,198.79.4.172,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_003103,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003104,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003105,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003604,10.158.220.93,20.74.212.233,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_003106,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003107,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003108,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003109,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003110,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003605,10.158.220.93,20.74.212.233,443,1,evasive,T1071.001;T1029,
flow_003625,10.74.51.139,72.115.222.92,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_000181,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000182,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_003569,10.39.24.41,198.79.4.172,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_000183,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000184,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000185,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000186,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000187,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_003629,10.146.186.74,172.128.39.55,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_000188,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000189,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000190,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000191,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000192,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000193,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000194,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000195,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000196,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_003606,10.158.220.93,20.74.212.233,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_000197,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000198,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_003582,10.147.68.196,52.222.116.93,443,1,evasive,T1071.001;T1029,
flow_000199,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000200,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000201,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000202,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_001219,10.176.219.131,52.92.122.16,443,0,none,,update.microsoft.com
flow_000203,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000204,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000205,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000206,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_003630,10.146.186.74,172.128.39.55,443,1,evasive,T1071.001;T1029,
flow_000207,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000208,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000209,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_003626,10.74.51.139,72.115.222.92,443,1,evasive,T1071.001;T1029,
flow_000210,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000211,10.133.13.218,198.138.77.26,443,0,none,,
flow_000212,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000213,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000214,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_003607,10.158.220.93,20.74.212.233,443,1,evasive,T1071.001;T1029,
flow_000215,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000216,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000217,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000218,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_003583,10.147.68.196,52.222.116.93,443,1,evasive,T1071.001;T1029,
flow_000219,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000220,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000221,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000222,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_000223,10.133.13.218,198.138.77.26,443,0,none,,example.com
flow_003570,10.39.24.41,198.79.4.172,443,1,evasive,T1071.001;T1029,
flow_001726,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001727,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,evil-c2-framework.com
flow_001728,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,evil-c2-framework.com
flow_001729,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_003631,10.146.186.74,172.128.39.55,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_001730,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001731,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001732,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001733,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,evil-c2-framework.com
flow_003584,10.147.68.196,52.222.116.93,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_001734,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_003608,10.158.220.93,20.74.212.233,443,1,evasive,T1071.001;T1029,
flow_001735,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,evil-c2-framework.com
flow_001736,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001737,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,evil-c2-framework.com
flow_001738,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001739,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001740,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_003627,10.74.51.139,72.115.222.92,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_001741,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001742,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001743,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001744,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001745,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,evil-c2-framework.com
flow_001201,10.46.239.56,40.135.231.147,443,0,none,,update.microsoft.com
flow_001746,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_003585,10.147.68.196,52.222.116.93,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_001747,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001184,10.179.90.248,52.251.26.45,443,0,none,,update.microsoft.com
flow_001748,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,evil-c2-framework.com
flow_001749,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,evil-c2-framework.com
flow_003632,10.146.186.74,172.128.39.55,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_001750,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_003609,10.158.220.93,20.74.212.233,443,1,evasive,T1071.001;T1029,
flow_003571,10.39.24.41,198.79.4.172,443,1,evasive,T1071.001;T1029,
flow_001751,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001752,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,evil-c2-framework.com
flow_001753,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,evil-c2-framework.com
flow_001754,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001755,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001756,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001757,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001758,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001759,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,
flow_001760,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,evil-c2-framework.com
flow_003628,10.74.51.139,72.115.222.92,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_001761,10.195.131.243,23.108.22.108,8443,1,fixed,T1071.001,evil-c2-framework.com
flow_003633,10.146.186.74,172.128.39.55,443,1,evasive,T1071.001;T1029,
flow_003586,10.147.68.196,52.222.116.93,443,1,evasive,T1071.001;T1029,
flow_003610,10.158.220.93,20.74.212.233,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_000047,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000048,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000049,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000050,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000051,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000052,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000053,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000054,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000055,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000056,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000057,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000058,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_003572,10.39.24.41,198.79.4.172,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_000059,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000060,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000061,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000062,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000063,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000064,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_003524,10.1.148.43,72.160.251.23,443,1,evasive,T1071.001;T1029,
flow_000065,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_003611,10.158.220.93,20.74.212.233,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_003634,10.146.186.74,172.128.39.55,443,1,evasive,T1071.001;T1029,
flow_000066,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_003587,10.147.68.196,52.222.116.93,443,1,evasive,T1071.001;T1029,
flow_000067,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000068,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000069,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000070,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000071,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000072,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000073,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000074,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000075,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000076,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000077,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000078,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000079,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000080,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_003612,10.158.220.93,20.74.212.233,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_000081,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000082,10.29.32.177,104.137.190.139,443,0,none,,
flow_000083,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000084,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000085,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000086,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000087,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_000088,10.29.32.177,104.137.190.139,443,0,none,,example.com
flow_003588,10.147.68.196,52.222.116.93,443,1,evasive,T1071.001;T1029,
flow_000089,10.29.32.177,104.137.190.139,443,0,none,,
flow_001552,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_001553,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_003635,10.146.186.74,172.128.39.55,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_001554,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_001555,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_001556,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_003511,10.113.205.83,23.235.25.16,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_001557,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_001558,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_001559,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_003525,10.1.148.43,72.160.251.23,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_001560,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_003573,10.39.24.41,198.79.4.172,443,1,evasive,T1071.001;T1029,
flow_001561,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_001562,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_001563,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_003613,10.158.220.93,20.74.212.233,443,1,evasive,T1071.001;T1029,
flow_001564,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_001565,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_001566,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_001567,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_001568,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_003636,10.146.186.74,172.128.39.55,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_001569,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_003512,10.113.205.83,23.235.25.16,443,1,evasive,T1071.001;T1029,
flow_001570,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_003589,10.147.68.196,52.222.116.93,443,1,evasive,T1071.001;T1029,
flow_001571,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_001572,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_001573,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_001574,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_001575,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_003614,10.158.220.93,20.74.212.233,443,1,evasive,T1071.001;T1029,
flow_001576,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_001577,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_001578,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_001579,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_001580,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_001581,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_003513,10.113.205.83,23.235.25.16,443,1,evasive,T1071.001;T1029,
flow_001582,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_001583,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_003637,10.146.186.74,172.128.39.55,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_001584,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_001585,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_003526,10.1.148.43,72.160.251.23,443,1,evasive,T1071.001;T1029,
flow_001586,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_001587,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_003590,10.147.68.196,52.222.116.93,443,1,evasive,T1071.001;T1029,
flow_003574,10.39.24.41,198.79.4.172,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_001588,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_001589,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_001590,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,evil-c2-framework.com
flow_001591,10.239.253.127,151.192.16.76,4444,1,fixed,T1071.001,
flow_003514,10.113.205.83,23.235.25.16,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_003615,10.158.220.93,20.74.212.233,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
